Movement Mode, Trial Type, Total Distance, Total Time, Average Speed, Flags Collected, Fire Count, Time Firing, RSME, Sway Min, Sway Max, Sway Mean, Sway SD 
directional, RaceTrack, 293.0675, 55.17999, 5.31112, 2, 0, 2.360107, 2.089857, 0, 8.403469, 5.282518, 1.848062
