Movement Mode, Trial Type, Total Distance, Total Time, Average Speed, Flags Collected, Fire Count, Time Firing, RSME, Sway Min, Sway Max, Sway Mean, Sway SD 
directional, FreeMode, 164.7322, 44.12, 3.733732, 0, 0, 0.3600464, NaN, 0, 7.203319, 3.714644, 2.20304
