Movement Mode, Trial Type, Total Distance, Total Time, Average Speed, Flags Collected, Fire Count, Time Firing, RSME, Sway Min, Sway Max, Sway Mean, Sway SD 
combined, RaceTrack, 355.6317, 95.24001, 3.734058, 2, 0, 0.1200027, 1.15095, 0, 7.049089, 3.684299, 1.825468
