Movement Mode, Trial Type, Total Distance, Total Time, Average Speed, Flags Collected, Fire Count, Time Firing, RSME, Sway Min, Sway Max, Sway Mean, Sway SD 
oneDir, Slope_HighAmp_HighFreq, 292.6013, 113.4601, 2.578892, 2, 0, 0.5, NaN, 0, 4.392798, 2.580342, 0.9397593
