Movement Mode, Trial Type, Total Distance, Total Time, Average Speed, Flags Collected, Fire Count, Time Firing, RSME, Sway Min, Sway Max, Sway Mean, Sway SD 
oneDir, Slope_LowAmp_LowFreq, 281.3173, 114.5, 2.456919, 2, 0, 0.5200195, NaN, 0, 3.802253, 2.459183, 0.8512223
