Movement Mode, Trial Type, Total Distance, Total Time, Average Speed, Flags Collected, Fire Count, Time Firing, RSME, Sway Min, Sway Max, Sway Mean, Sway SD 
combined, FreeMode, 160.4021, 60.94, 2.632131, 0, 0, 0.7200317, NaN, 0, 6.646487, 2.64789, 2.220883
