Movement Mode, Trial Type, Total Distance, Total Time, Average Speed, Flags Collected, Fire Count, Time Firing, RSME, Sway Min, Sway Max, Sway Mean, Sway SD 
directional, RaceTrack, 323.8154, 79.94006, 4.050728, 2, 0, 0.1199951, 0.9035719, 0, 7.564086, 4.041148, 2.024629
