Movement Mode, Trial Type, Total Distance, Total Time, Average Speed, Flags Collected, Fire Count, Time Firing, RSME, Sway Min, Sway Max, Sway Mean, Sway SD 
torque, FreeMode, 75.85471, 50.65997, 1.49733, 0, 0, 0.1999817, NaN, 0, 6.117734, 1.519234, 2.072977
