Movement Mode, Trial Type, Total Distance, Total Time, Average Speed, Flags Collected, Fire Count, Time Firing, RSME, Sway Min, Sway Max, Sway Mean, Sway SD 
torque, FreeMode, 176.4857, 49.73999, 3.548166, 0, 0, 0.08001709, NaN, 0, 6.673337, 3.519217, 2.305233
