Movement Mode, Trial Type, Total Distance, Total Time, Average Speed, Flags Collected, Fire Count, Time Firing, RSME, Sway Min, Sway Max, Sway Mean, Sway SD 
directional, FreeMode, 501.9611, 122.14, 4.109719, 0, 0, 0.3600082, NaN, 0, 8.64336, 4.103716, 2.279104
