Movement Mode, Trial Type, Total Distance, Total Time, Average Speed, Flags Collected, Fire Count, Time Firing, RSME, Sway Min, Sway Max, Sway Mean, Sway SD 
directional, FreeMode, 114.3694, 38.14001, 2.998671, 0, 0, 0.8800049, NaN, 0, 6.853916, 2.99429, 2.481755
