Movement Mode, Trial Type, Total Distance, Total Time, Average Speed, Flags Collected, Fire Count, Time Firing, RSME, Sway Min, Sway Max, Sway Mean, Sway SD 
directional, SinCurve, 45.53275, 12.48001, 3.648455, 10, 0, 0, NaN, 0, 5.831951, 3.66172, 1.71954
