Movement Mode, Trial Type, Total Distance, Total Time, Average Speed, Flags Collected, Fire Count, Time Firing, RSME, Sway Min, Sway Max, Sway Mean, Sway SD 
combined, FreeMode, 202.8331, 45.41998, 4.465724, 0, 0, 0.1199951, NaN, 0, 7.755208, 4.428735, 2.015077
