Movement Mode, Trial Type, Total Distance, Total Time, Average Speed, Flags Collected, Fire Count, Time Firing, RSME, Sway Min, Sway Max, Sway Mean, Sway SD 
combined, RaceTrack, 289.935, 109.46, 2.648776, 2, 0, 0.1000061, 0.7657391, 0, 4.261904, 2.667284, 1.112394
